Rk,Player,Nation,Pos,Squad,Age,Born,MP_playingtime,Starts_playingtime,Min_playingtime,Gls_performance,Ast_performance,PK_performance,PKatt_performance,CrdY_performance,CrdR_performance,Gls_per90min,Ast_per90min,G_plus_A_per90min,G_minus_PK_per90min,G_plus_A_minus_PK_per90min,xG_expected,npxG_expected,xA_expected,xG_per90min,xA_per90min,xG_plus_xA_per90min,npxG_per90min,npxG_plus_xA_per90min
1,Brenden Aaronson\Brenden-Aaronson,us USA,MFFW,Philadelphia,18,2000,28,25,1706,3,1,0,0,3,0,0.16,0.05,0.21,0.16,0.21,3.9,3.9,2.1,0.2,0.11,0.32,0.2,0.32
2,Saad Abdul-Salaam\Saad-Abdul-Salaam,us USA,DF,Seattle,27,1991,18,11,1067,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.8,0.01,0.07,0.08,0.01,0.08
3,Lalas Abubakar\Lalas-Abubakar,gh GHA,DF,Colorado,24,1994,22,22,1980,0,0,0,0,7,0,0,0,0,0,0,1.3,1.3,0.1,0.06,0,0.06,0.06,0.06
4,Lalas Abubakar\Lalas-Abubakar,gh GHA,DF,Columbus,24,1994,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.19,0,0.19,0.19,0.19
5,David Accam\David-Accam,gh GHA,FWMF,Columbus,28,1990,15,8,667,2,1,0,0,1,0,0.27,0.13,0.4,0.27,0.4,1.2,1.2,1,0.16,0.13,0.3,0.16,0.3
6,David Accam\David-Accam,gh GHA,FW,Philadelphia,28,1990,8,4,338,4,2,0,0,0,0,1.07,0.53,1.6,1.07,1.6,2.1,2.1,0.2,0.56,0.05,0.62,0.56,0.62
7,Bryan Acosta\Bryan-Acosta,hn HON,MF,FC Dallas,25,1993,26,23,2073,2,1,0,0,12,0,0.09,0.04,0.13,0.09,0.13,2,2,2.2,0.09,0.09,0.18,0.09,0.18
8,Danilo Acosta\Danilo-Acosta,us USA,DF,Orlando City,21,1997,8,8,667,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.3,0.01,0.04,0.05,0.01,0.05
9,Kellyn Acosta\Kellyn-Acosta,us USA,MF,Colorado,23,1995,31,30,2615,2,1,0,0,10,1,0.07,0.03,0.1,0.07,0.1,1.5,1.5,2.3,0.05,0.08,0.13,0.05,0.13
10,Luciano Acosta\Luciano-Acosta,ar ARG,MFFW,D.C. United,24,1994,31,22,2122,6,1,0,0,0,1,0.25,0.04,0.3,0.25,0.3,4.3,4.3,2.8,0.18,0.12,0.3,0.18,0.3
11,Mo Adams\Mo-Adams,eng ENG,DFMF,Atlanta,22,1996,4,1,93,1,0,0,0,1,0,0.97,0,0.97,0.97,0.97,0.1,0.1,0.1,0.13,0.12,0.25,0.13,0.25
12,Mo Adams\Mo-Adams,eng ENG,MF,Chicago,22,1996,10,5,487,0,0,0,0,4,0,0,0,0,0,0,0,0,0.4,0.01,0.08,0.09,0.01,0.09
13,Fanendo Adi\Fanendo-Adi,ng NGA,FW,FC Cincinnati,28,1990,12,7,700,1,0,0,0,1,0,0.13,0,0.13,0.13,0.13,3,3,0.1,0.38,0.01,0.39,0.38,0.39
14,Ali Adnan Kadhim\Ali-Adnan-Kadhim,iq IRQ,DF,Vancouver,25,1993,28,28,2410,1,3,0,1,6,0,0.04,0.11,0.15,0.04,0.15,2.4,1.7,1.9,0.09,0.07,0.16,0.06,0.14
15,François Affolter\Francois-Affolter,ch SUI,DF,San Jose,27,1991,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Harrison Afful\Harrison-Afful,gh GHA,DF,Columbus,32,1986,22,22,1903,0,2,0,0,3,1,0,0.09,0.09,0,0.09,0.7,0.7,1.5,0.03,0.07,0.11,0.03,0.11
17,Juan Agudelo\Juan-Agudelo,us USA,MFFW,New England,26,1992,28,21,1954,3,1,0,0,7,0,0.14,0.05,0.18,0.14,0.18,4.2,3.6,2.3,0.19,0.1,0.3,0.17,0.27
18,Tesho Akindele\Tesho-Akindele,ca CAN,FW,Orlando City,26,1992,28,22,1875,10,1,0,0,1,0,0.48,0.05,0.53,0.48,0.53,8.9,8.9,1.7,0.43,0.08,0.51,0.43,0.51
19,Ayo Akinola\Ayo-Akinola,us USA,FWMF,Toronto FC,19,2000,8,2,257,1,0,0,0,1,0,0.35,0,0.35,0.35,0.35,1.4,1.4,0.1,0.47,0.03,0.51,0.47,0.51
20,Fatai Alashe\Fatai-Alashe,us USA,MFDF,FC Cincinnati,25,1993,11,4,438,1,0,0,0,2,0,0.21,0,0.21,0.21,0.21,0.5,0.5,0,0.1,0,0.1,0.1,0.1
21,Nazmi Albadawi\Nazmi-Albadawi,ps PLE,MF,FC Cincinnati,27,1991,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Romain Alessandrini\Romain-Alessandrini,fr FRA,FW,LA Galaxy,29,1989,5,5,277,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.3,0.17,0.1,0.28,0.17,0.28
23,Eric Alexander\Eric-Alexander,us USA,MFFW,FC Cincinnati,30,1988,6,4,313,0,1,0,0,0,0,0,0.29,0.29,0,0.29,0,0,0.3,0,0.08,0.08,0,0.08
24,Osvaldo Alonso\Osvaldo-Alonso,cu CUB,MF,Minnesota,33,1985,27,27,2365,2,0,0,0,4,0,0.08,0,0.08,0.08,0.08,0.5,0.5,0.8,0.02,0.03,0.05,0.02,0.05
25,Jozy Altidore\Jozy-Altidore,us USA,FW,Toronto FC,29,1989,22,18,1688,11,5,0,0,4,0,0.59,0.27,0.85,0.59,0.85,8.9,8.9,2.8,0.47,0.15,0.62,0.47,0.62
26,Efrain Alvarez\Efrain-Alvarez,mx MEX,MFFW,LA Galaxy,16,2002,14,4,523,0,3,0,0,2,1,0,0.52,0.52,0,0.52,0.5,0.5,1,0.09,0.17,0.26,0.09,0.26
27,Fabio Álvarez\Fabio-Alvarez,ar ARG,MFFW,LA Galaxy,26,1993,18,16,1260,3,4,0,0,5,0,0.21,0.29,0.5,0.21,0.5,2.6,2.6,2.1,0.19,0.15,0.34,0.19,0.34
28,Quincy Amarikwa\Quincy-Amarikwa,us USA,FW,D.C. United,31,1987,23,3,429,1,0,0,0,3,0,0.21,0,0.21,0.21,0.21,1.3,1.3,0.5,0.27,0.11,0.38,0.27,0.38
29,Frankie Amaya\Frankie-Amaya,us USA,MF,FC Cincinnati,18,2000,19,15,1238,0,0,0,0,2,0,0,0,0,0,0,0.7,0.7,1.5,0.05,0.11,0.15,0.05,0.15
30,Mikey Ambrose\Mikey-Ambrose,us USA,DF,Atlanta,25,1993,4,3,266,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0,0.03,0.03,0,0.03
31,Michael Amir Murillo\Michael-Amir-Murillo,pa PAN,DF,NY Red Bulls,22,1996,22,18,1696,1,3,0,0,6,1,0.05,0.16,0.21,0.05,0.21,0.4,0.4,1.9,0.02,0.1,0.13,0.02,0.13
32,Sebastian Anderson\Sebastian-Anderson,us USA,DFFW,Colorado,16,2002,6,5,314,1,0,0,0,1,1,0.29,0,0.29,0.29,0.29,0,0,0.1,0.01,0.04,0.04,0.01,0.04
33,Jalil Anibaba\Jalil-Anibaba,us USA,DF,New England,30,1988,22,19,1764,1,0,0,0,4,1,0.05,0,0.05,0.05,0.05,0.4,0.4,0.2,0.02,0.01,0.03,0.02,0.03
34,Uriel Antuna\Uriel-Antuna,mx MEX,FWMF,LA Galaxy,21,1997,31,29,2413,6,5,0,0,1,0,0.22,0.19,0.41,0.22,0.41,8.8,8.8,4.3,0.33,0.16,0.49,0.33,0.49
35,Pablo Aránguiz\Pablo-Aranguiz,cl CHI,MFFW,FC Dallas,21,1997,11,7,561,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,0.3,0.18,0.05,0.23,0.18,0.23
36,Julian Araujo\Julian-Araujo,us USA,DFFW,LA Galaxy,17,2001,18,10,895,0,1,0,0,3,0,0,0.1,0.1,0,0.1,0.5,0.5,0.5,0.06,0.05,0.11,0.06,0.11
37,Joaquín Ardaiz\Joaquin-Ardaiz,uy URU,FW,Vancouver,20,1999,16,3,415,0,0,0,0,1,0,0,0,0,0,0,1.7,1.7,0.1,0.36,0.01,0.38,0.36,0.38
38,Luis Argudo\Luis-Argudo,us USA,FWMF,Columbus,23,1995,21,10,1065,1,3,0,0,1,0,0.08,0.25,0.34,0.08,0.34,1.8,1.8,1.3,0.15,0.11,0.26,0.15,0.26
39,Xavier Arreaga\Xavier-Arreaga,ec ECU,DF,Seattle,24,1994,14,12,1119,0,0,0,0,5,2,0,0,0,0,0,0.1,0.1,0,0.01,0,0.01,0.01,0.01
40,Luis Arriaga\Luis-Arriaga,us USA,DFMF,Real Salt Lake,18,2001,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Paul Arriola\Paul-Arriola,us USA,FWMF,D.C. United,23,1995,29,28,2425,6,2,0,0,6,1,0.22,0.07,0.3,0.22,0.3,5.9,5.9,3.4,0.22,0.13,0.34,0.22,0.34
42,Artur\Artur,br BRA,MF,Columbus,22,1996,30,28,2450,0,0,0,0,4,0,0,0,0,0,0,0.4,0.4,0.4,0.02,0.02,0.03,0.02,0.03
43,Carlos Ascues\Carlos-Ascues,pe PER,MFDF,Orlando City,26,1992,17,14,1111,1,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,1.3,1.3,0.9,0.11,0.07,0.18,0.11,0.18
44,Dairon Asprilla\Dairon-Asprilla,co COL,FWMF,Portland,26,1992,13,7,564,2,0,1,1,1,1,0.32,0,0.32,0.16,0.16,3.3,2.6,0.5,0.53,0.08,0.61,0.41,0.49
45,Jeff Attinella\Jeff-Attinella,us USA,GK,Portland,30,1988,10,10,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Francis Atuahene\Francis-Atuahene,gh GHA,FW,FC Dallas,22,1996,1,0,27,1,0,0,0,0,0,3.33,0,3.33,3.33,3.33,0.1,0.1,0,0.3,0,0.3,0.3,0.3
47,Eduard Atuesta\Eduard-Atuesta,co COL,MF,Los Angeles FC,21,1997,30,30,2631,3,8,0,0,8,0,0.1,0.27,0.38,0.1,0.38,2.6,2.6,4.7,0.09,0.16,0.25,0.09,0.25
48,Auro\Auro,br BRA,DF,Toronto FC,23,1996,23,22,1883,0,3,0,0,0,0,0,0.14,0.14,0,0.14,0.2,0.2,3,0.01,0.15,0.16,0.01,0.16
49,Micheal Azira\Micheal-Azira,ug UGA,MF,Chicago,31,1987,4,2,218,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.1,0.12,0.05,0.17,0.12,0.17
50,Micheal Azira\Micheal-Azira,ug UGA,MF,Montreal,31,1987,19,16,1444,0,1,0,0,3,0,0,0.06,0.06,0,0.06,0.6,0.6,0.7,0.04,0.04,0.08,0.04,0.08
51,Dominique Badji\Dominique-Badji,sn SEN,FW,FC Dallas,26,1992,28,24,2029,6,3,0,0,6,0,0.27,0.13,0.4,0.27,0.4,7.6,7.6,2.2,0.34,0.1,0.43,0.34,0.43
52,Theo Bair\Theo-Bair,ca CAN,FWMF,Vancouver,19,1999,17,10,822,2,2,0,0,1,0,0.22,0.22,0.44,0.22,0.44,1.8,1.8,0.7,0.2,0.07,0.27,0.2,0.27
53,Corey Baird\Corey-Baird,us USA,FWMF,Real Salt Lake,23,1996,31,23,2098,5,3,0,0,6,0,0.21,0.13,0.34,0.21,0.34,3.5,3.5,1.9,0.15,0.08,0.23,0.15,0.23
54,Lass Bangoura\Lass-Bangoura,gn GUI,FW,Vancouver,26,1992,17,7,634,1,1,0,0,1,0,0.14,0.14,0.28,0.14,0.28,0.3,0.3,0.8,0.04,0.11,0.15,0.04,0.15
55,Botond Baráth\Botond-Barath,hu HUN,DF,Sporting KC,26,1992,21,20,1748,1,0,0,0,6,0,0.05,0,0.05,0.05,0.05,1.1,1.1,0.4,0.06,0.02,0.08,0.06,0.08
56,Ezequiel Barco\Ezequiel-Barco,ar ARG,FWMF,Atlanta,19,1999,15,11,975,4,2,0,0,1,0,0.37,0.18,0.55,0.37,0.55,3.2,3.2,2.5,0.3,0.23,0.53,0.3,0.53
57,Tom Barlow\Tom-Barlow,us USA,FW,NY Red Bulls,23,1995,12,8,602,3,0,0,0,0,0,0.45,0,0.45,0.45,0.45,3.2,3.2,0.4,0.49,0.06,0.54,0.49,0.54
58,Michael Barrios\Michael-Barrios,co COL,FW,FC Dallas,27,1991,32,31,2724,5,13,0,0,6,0,0.17,0.43,0.59,0.17,0.59,5.3,5.3,10.8,0.17,0.36,0.53,0.17,0.53
59,Cole Bassett\Cole-Bassett,us USA,MF,Colorado,17,2001,20,14,1059,2,1,0,0,1,0,0.17,0.08,0.25,0.17,0.25,1.9,1.9,0.9,0.16,0.07,0.23,0.16,0.23
60,Clement Bayiha\Clement-Bayiha,ca CAN,FWMF,Montreal,19,1999,11,4,473,0,1,0,0,0,0,0,0.19,0.19,0,0.19,0.2,0.2,0.5,0.03,0.1,0.13,0.03,0.13
61,DaMarcus Beasley\DaMarcus-Beasley,us USA,DF,Houston,36,1982,12,12,1030,0,2,0,0,0,0,0,0.17,0.17,0,0.17,0.1,0.1,0.8,0.01,0.07,0.08,0.01,0.08
62,Kyle Beckerman\Kyle-Beckerman,us USA,MF,Real Salt Lake,36,1982,25,24,2127,0,4,0,0,9,0,0,0.17,0.17,0,0.17,0.5,0.5,0.4,0.02,0.02,0.04,0.02,0.04
63,Alejandro Bedoya\Alejandro-Bedoya,us USA,MF,Philadelphia,31,1987,32,32,2833,4,3,0,0,6,0,0.13,0.1,0.22,0.13,0.22,2.1,2.1,3.1,0.07,0.1,0.17,0.07,0.17
64,Dan Bedoya\Dan-Bedoya,co COL,FW,NYCFC,24,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Steven Beitashour\Steven-Beitashour,ir IRN,DF,Los Angeles FC,31,1987,25,24,1875,1,2,0,0,3,0,0.05,0.1,0.14,0.05,0.14,1.1,1.1,1.6,0.05,0.08,0.13,0.05,0.13
66,Joe Bendik\Joe-Bendik,us USA,GK,Columbus,29,1989,6,6,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Nicolas Benezet\Nicolas-Benezet,fr FRA,FWMF,Toronto FC,27,1991,8,5,438,2,0,0,0,2,0,0.41,0,0.41,0.41,0.41,2.2,2.2,0.2,0.45,0.04,0.5,0.45,0.5
68,Leonardo Bertone\Leonardo-Bertone,ch SUI,MF,FC Cincinnati,24,1994,25,22,2056,1,1,0,0,9,0,0.04,0.04,0.09,0.04,0.09,0.9,0.9,1.5,0.04,0.07,0.11,0.04,0.11
69,Matt Besler\Matt-Besler,us USA,DF,Sporting KC,31,1987,27,25,2112,0,0,0,0,4,1,0,0,0,0,0,0.1,0.1,0.4,0,0.02,0.02,0,0.02
70,Nick Besler\Nick-Besler,us USA,MF,Real Salt Lake,25,1993,17,7,734,1,1,0,0,4,0,0.12,0.12,0.25,0.12,0.25,0.9,0.9,0.7,0.11,0.08,0.19,0.11,0.19
71,Vincent Bezecourt\Vincent-Bezecourt,fr FRA,MF,NY Red Bulls,25,1993,8,7,449,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.07,0.07,0.13,0.07,0.13
72,David Bingham\David-Bingham,us USA,GK,LA Galaxy,29,1989,33,33,2970,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
73,Steve Birnbaum\Steve-Birnbaum,us USA,DF,D.C. United,28,1991,34,34,3031,1,0,0,0,5,0,0.03,0,0.03,0.03,0.03,2,2,0.5,0.06,0.01,0.07,0.06,0.07
74,José Bizama\Jose-Bizama,cl CHI,DF,Houston,24,1994,5,4,354,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.02,0,0.02,0.02,0.02
75,Tristan Blackmon\Tristan-Blackmon,us USA,DF,Los Angeles FC,22,1996,18,15,1378,1,4,0,0,3,0,0.07,0.26,0.33,0.07,0.33,0.7,0.7,1.7,0.05,0.11,0.16,0.05,0.16
76,Andre Blake\Andre-Blake,jm JAM,GK,Philadelphia,28,1990,26,26,2303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Sebastián Blanco\Sebastian-Blanco,ar ARG,FWMF,Portland,30,1988,30,28,2507,6,10,0,0,8,0,0.22,0.36,0.57,0.22,0.57,6.5,6.5,9.6,0.23,0.34,0.58,0.23,0.58
78,Latif Blessing\Latif-Blessing,gh GHA,MF,Los Angeles FC,22,1996,34,29,2691,6,3,0,0,7,0,0.2,0.1,0.3,0.2,0.3,6.1,6.1,5.9,0.2,0.2,0.4,0.2,0.4
79,Johan Blomberg\Johan-Blomberg,se SWE,MFFW,Colorado,31,1987,3,1,88,0,0,0,0,2,1,0,0,0,0,0,0.1,0.1,0,0.06,0,0.06,0.06,0.06
80,Emmanuel Boateng\Emmanuel-Boateng,gh GHA,FWMF,LA Galaxy,25,1994,21,7,887,1,0,0,0,1,0,0.1,0,0.1,0.1,0.1,1.8,1.8,1.8,0.18,0.19,0.36,0.18,0.36
81,Emmanuel Boateng\Emmanuel-Boateng,gh GHA,FWMF,D.C. United,25,1994,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0.06
82,Corben Bone\Corben-Bone,us USA,MFFW,FC Cincinnati,30,1988,6,2,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.24,0.24,0,0.24
83,Alex Bono\Alex-Bono,us USA,GK,Toronto FC,24,1994,7,6,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Jonathan Bornstein\Jonathan-Bornstein,us USA,DF,Chicago,34,1984,11,11,911,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.2,0.01,0.02,0.02,0.01,0.02
85,Gustavo Bou\Gustavo-Bou,ar ARG,FWMF,New England,28,1990,14,13,1152,9,1,0,0,1,0,0.7,0.08,0.78,0.7,0.78,4.1,4.1,1.2,0.32,0.09,0.41,0.32,0.41
86,Michael Boxall\Michael-Boxall,nz NZL,DF,Minnesota,30,1988,29,29,2576,2,0,0,0,3,0,0.07,0,0.07,0.07,0.07,1.2,1.2,0.4,0.04,0.02,0.06,0.04,0.06
87,Terrence Boyd\Terrence-Boyd,us USA,FWMF,Toronto FC,27,1991,11,3,345,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0,0.1,0,0.1,0.1,0.1
88,Michael Bradley\Michael-Bradley,us USA,MF,Toronto FC,31,1987,27,26,2373,3,1,0,0,4,0,0.11,0.04,0.15,0.11,0.15,2.3,2.3,1.2,0.09,0.04,0.13,0.09,0.13
89,Zachary Brault-Guillard\Zachary-Brault-Guillard,ca CAN,DF,Montreal,20,1998,13,9,874,0,1,0,0,1,0,0,0.1,0.1,0,0.1,0.6,0.6,1.5,0.06,0.15,0.21,0.06,0.21
90,Bressan\Bressan,br BRA,DF,FC Dallas,26,1993,18,12,1120,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,0.3,0.3,0.5,0.03,0.04,0.07,0.03,0.07
91,Shaft Brewer\Shaft-Brewer,us USA,DF,Los Angeles FC,19,1999,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
92,Frédéric Brillant\Frederic-Brillant,fr FRA,DF,D.C. United,33,1985,34,33,2959,2,1,0,0,5,0,0.06,0.03,0.09,0.06,0.09,2.9,2.9,0.6,0.09,0.02,0.11,0.09,0.11
93,Brandt Bronico\Brandt-Bronico,us USA,MFDF,Chicago,23,1995,29,20,1866,1,2,0,0,2,0,0.05,0.1,0.14,0.05,0.14,0.6,0.6,1.9,0.03,0.09,0.12,0.03,0.12
94,Omar Browne\Omar-Browne,pa PAN,FWMF,Montreal,24,1994,10,5,564,2,1,0,0,1,0,0.32,0.16,0.48,0.32,0.48,1.3,1.3,1.1,0.2,0.18,0.38,0.2,0.38
95,Will Bruin\Will-Bruin,us USA,FW,Seattle,29,1989,9,4,429,2,1,0,0,1,0,0.42,0.21,0.63,0.42,0.63,1.5,1.5,0,0.3,0.01,0.31,0.3,0.31
96,Tajon Buchanan\Tajon-Buchanan,ca CAN,MF,New England,19,1999,10,4,392,0,2,0,0,0,0,0,0.46,0.46,0,0.46,0.8,0.8,1.3,0.19,0.29,0.47,0.19,0.47
97,Rece Buckmaster\Rece-Buckmaster,us USA,DF,NY Red Bulls,22,1996,6,6,540,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.3,0.02,0.06,0.07,0.02,0.07
98,Teal Bunbury\Teal-Bunbury,us USA,FWMF,New England,28,1990,32,25,2189,6,2,0,0,2,0,0.25,0.08,0.33,0.25,0.33,6.5,6.5,1.6,0.27,0.07,0.33,0.27,0.33
99,Cory Burke\Cory-Burke,jm JAM,FW,Philadelphia,27,1991,7,5,490,2,0,0,0,2,0,0.37,0,0.37,0.37,0.37,1.8,1.1,0.3,0.32,0.06,0.39,0.2,0.27
100,Evan Bush\Evan-Bush,us USA,GK,Montreal,32,1986,32,32,2880,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Gianluca Busio\Gianluca-Busio,us USA,MF,Sporting KC,16,2002,22,10,928,3,1,0,0,1,0,0.29,0.1,0.39,0.29,0.39,4.2,4,0.7,0.41,0.07,0.48,0.39,0.46
102,Handwalla Bwana\Handwalla-Bwana,us USA,FW,Seattle,21,1997,15,6,572,1,1,0,0,1,0,0.16,0.16,0.31,0.16,0.31,0.8,0.8,1.3,0.13,0.2,0.33,0.13,0.33
103,Brandon Bye\Brandon-Bye,us USA,DF,New England,23,1995,30,30,2655,2,2,0,0,6,1,0.07,0.07,0.14,0.07,0.14,1.6,1.6,2.7,0.05,0.09,0.14,0.05,0.14
104,Víctor Cabrera\Victor-Cabrera,ar ARG,DF,Montreal,25,1993,16,13,1180,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.1,0.02,0,0.03,0.02,0.03
105,Luís Caicedo\Luis-Caicedo,co COL,MF,New England,22,1996,31,27,2354,0,0,1,1,5,0,0,0,0,-0.04,-0.04,1.5,0.7,1,0.06,0.04,0.09,0.03,0.06
106,Scott Caldwell\Scott-Caldwell,us USA,MF,New England,27,1991,20,12,1082,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.3,0.01,0.03,0.03,0.01,0.03
107,Alexander Callens\Alexander-Callens,pe PER,DF,NYCFC,26,1992,24,24,2160,0,0,0,0,3,0,0,0,0,0,0,0.8,0.8,0.1,0.03,0.01,0.04,0.03,0.04
108,Eric Calvillo\Eric-Calvillo,us USA,MFDF,San Jose,21,1998,2,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Francisco Calvo\Francisco-Calvo,cr CRC,DF,Chicago,26,1992,23,21,1936,3,1,0,0,4,0,0.14,0.05,0.19,0.14,0.19,2.7,2.7,1.2,0.13,0.06,0.18,0.13,0.18
110,Francisco Calvo\Francisco-Calvo,cr CRC,DF,Minnesota,26,1992,7,7,629,1,0,0,0,4,1,0.14,0,0.14,0.14,0.14,0.8,0.8,0.2,0.12,0.03,0.15,0.12,0.15
111,Rudy Camacho\Rudy-Camacho,fr FRA,DF,Montreal,27,1991,17,16,1463,1,0,0,0,4,0,0.06,0,0.06,0.06,0.06,1.1,1.1,0.3,0.07,0.02,0.08,0.07,0.08
112,Jonathan Campbell\Jonathan-Campbell,us USA,DF,Seattle,25,1993,4,4,360,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Diego Campos\Diego-Campos,cr CRC,DF,Chicago,23,1995,10,5,440,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0,0.05,0.06,0,0.06
114,Reggie Cannon\Reggie-Cannon,us USA,DF,FC Dallas,20,1998,28,26,2268,1,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,0.5,0.5,1.7,0.02,0.07,0.09,0.02,0.09
115,Russell Canouse\Russell-Canouse,us USA,MFDF,D.C. United,23,1995,26,25,2146,0,0,0,0,5,0,0,0,0,0,0,0.5,0.5,0.3,0.02,0.01,0.04,0.02,0.04
116,Andrew Carleton\Andrew-Carleton,us USA,MFFW,Atlanta,18,2000,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03
117,Servando Carrasco\Servando-Carrasco,us USA,MF,LA Galaxy,30,1988,16,3,396,0,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0,0.04,0.04,0,0.04
118,Julio Cascante\Julio-Cascante,cr CRC,DF,Portland,25,1993,22,16,1442,0,1,0,0,4,1,0,0.06,0.06,0,0.06,0.8,0.8,0.8,0.05,0.05,0.1,0.05,0.1
119,Cristian Cásseres Jr.\Cristian-Casseres-Jr,ve VEN,MF,NY Red Bulls,19,2000,23,21,1797,3,3,0,0,5,0,0.15,0.15,0.3,0.15,0.3,1.7,1.7,2,0.09,0.1,0.19,0.09,0.19
120,Valentín Castellanos\Valentin-Castellanos,ar ARG,FW,NYCFC,20,1998,30,23,2048,11,6,0,0,7,0,0.48,0.26,0.75,0.48,0.75,6.7,6.7,3,0.3,0.14,0.44,0.3,0.44
121,Edgar Castillo\Edgar-Castillo,us USA,DF,New England,32,1986,20,20,1689,0,5,0,0,2,0,0,0.27,0.27,0,0.27,0.6,0.6,2.1,0.03,0.11,0.14,0.03,0.14
122,Emanuel Cecchini\Emanuel-Cecchini,ar ARG,MF,Seattle,22,1996,4,1,157,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.06,0.07,0.12,0.06,0.12
123,Darwin Cerén\Darwin-Ceren,sv SLV,MF,Houston,29,1989,13,5,536,1,0,0,0,1,0,0.17,0,0.17,0.17,0.17,0.2,0.2,0.3,0.03,0.05,0.08,0.03,0.08
124,Edwin Cerrillo\Edwin-Cerrillo,us USA,MF,FC Dallas,18,2000,12,11,916,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.01,0.01,0.03,0.01,0.03
125,Thomás Chacón\Thomas-Chacon,uy URU,FW,Minnesota,18,2000,2,1,85,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.25,0.04,0.28,0.25,0.28
126,Maxime Chanot\Maxime-Chanot,lu LUX,DF,NYCFC,29,1989,31,31,2790,0,0,0,0,11,0,0,0,0,0,0,0.7,0.7,0.2,0.02,0.01,0.03,0.02,0.03
127,Jay Chapman\Jay-Chapman,ca CAN,MFFW,Toronto FC,25,1994,17,5,529,2,2,0,0,1,0,0.34,0.34,0.68,0.34,0.68,0.6,0.6,1.4,0.11,0.23,0.34,0.11,0.34
128,Diego Chará\Diego-Chara,co COL,MF,Portland,32,1986,30,29,2606,0,1,0,0,12,1,0,0.03,0.03,0,0.03,1.3,1.3,1.7,0.05,0.06,0.11,0.05,0.11
129,Michaell Chirinos\Michaell-Chirinos,hn HON,MFFW,Vancouver,23,1995,7,4,412,1,1,0,0,2,0,0.22,0.22,0.44,0.22,0.44,1.5,1.5,0.2,0.32,0.05,0.37,0.32,0.37
130,Mathieu Choiniere\Mathieu-Choiniere,ca CAN,FWMF,Montreal,19,1999,17,6,685,0,1,0,0,1,0,0,0.13,0.13,0,0.13,0.4,0.4,0.4,0.06,0.05,0.11,0.06,0.11
131,Laurent Ciman\Laurent-Ciman,be BEL,DF,Toronto FC,33,1985,17,14,1264,0,0,0,0,3,0,0,0,0,0,0,0.4,0.4,0.4,0.03,0.03,0.06,0.03,0.06
132,Ricardo Clark\Ricardo-Clark,us USA,MF,Columbus,35,1983,7,4,361,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.05,0.03,0.09,0.05,0.09
